class_label,document
positive,"http://www.marketwatch.com/story/april-gold-gains-720-or-06-to-settle-at-125570oz-2017-03-27April gold gains $7.20, or 0.6%, to settle at $1,255.70/oz"
positive,http://www.marketwatch.com/story/feb-gold-ends-up-12-at-84720-an-ouncefeb. gold ends up 1.2% at $847.20 an ounce
positive,"https://www.thehindubusinessline.com/markets/gold/gold-hits-over-14month-high-of-rs-31450/article10050821.eceGold hits over 14-month high of Rs 31,450"
positive,http://www.marketwatch.com/story/gold-prices-add-to-last-weeks-big-advance-2017-02-06Gold scores highest settlement in almost three months
positive,"http://www.marketwatch.com/story/gold-drops-from-one-month-high-but-ends-higher-on-week-2004-02-13gold down on session, but up on week"
negative,http://www.marketwatch.com/story/gold-prices-trade-near-session-lows-on-comex-2017-05-23Gold prices trade near session lows on Comex
none,http://www.marketwatch.com/story/spot-gold-quoted-at-41575-in-early-asia-trade-2003-12-30spot gold quoted at $415.75 in early asia trade
positive,"https://economictimes.indiatimes.com/markets/commodities/gold-futures-up-0-31-pc-on-short-covering-weak-rupee/articleshow/21647852.cmsgold futures up 0.31 pc on short-covering, weak rupee"
negative,https://economictimes.indiatimes.com/markets/commodities/news/gold-prices-hold-steady-near-1-mth-low/articleshow/66583801.cmsGold dips to one-month low as dollar strengthens
negative,http://www.marketwatch.com/story/gold-down-a-7th-straight-session-to-end-at-lowest-level-since-feb-1-2017-03-08gold down a 7th straight session to end at lowest level since feb. 1
negative,http://www.marketwatch.com/story/gold-pares-losses-after-losing-as-much-as-10-2011-01-28gold pares losses after losing as much as $10
positive,"http://www.investing.com/news/commodities-news/gold-gains-on-u.s.-data,-argentina-default,-geopolitical-concerns-300197gold gains on u.s. data, argentina default, geopolitical concerns"
negative,https://www.thehindubusinessline.com/markets/gold/gold-slips-as-dollar-gains-before-us-jobs-data/article23100651.eceGold slips as dollar gains before US Jobs data
negative,"http://www.marketwatch.com/story/december-gold-down-1170-or-09-at-129980-an-ounce-2017-09-26December. gold down $11.70, or 0.9%, at $1,299.80 an ounce"
none,https://www.moneycontrol.com/news/business/stocks/-1402821.htmlshort gold; stop loss above rs 30900: nirmal bang
negative,http://www.marketwatch.com/story/gold-prices-lose-about-2-for-the-week-2017-03-10gold prices lose about 2% for the week
positive,http://www.marketwatch.com/story/gold-futures-rise-above-668-to-close-at-five-week-high-2007-07-12gold futures close at the highest in five weeks
none,https://economictimes.indiatimes.com/articleshow/1645117.cmsvedanta acquires sterlite gold of canada for rs 285 cr
positive,"http://www.marketwatch.com/story/gold-futures-rally-carrying-metals-stocks-higher-2003-08-29gold futures rally, carrying metals stocks higher"
negative,http://www.marketwatch.com/story/gold-futures-down-09-for-the-week-2018-03-16gold futures down 0.9% for the week
positive,http://www.investing.com/news/commodities-news/gold-prices-up-in-asia-with-focus-on-physical-demand-from-india-308600Gold prices up in Asia with focus on physical demand from India
positive,http://www.marketwatch.com/story/gold-leaps-14-an-ounce-to-nine-month-highgold spikes to 9-month high
negative,"http://www.marketwatch.com/story/gold-closes-marginally-lower-at-133860oz-2010-10-26gold closes marginally lower at $1,338.60/oz"
positive,http://www.marketwatch.com/story/gold-aims-for-3rd-straight-gain-as-dollar-slips-to-september-lows-2017-07-18Gold extends streak of price gains to a third session
positive,"http://www.marketwatch.com/story/gold-ends-higher-then-wavers-in-electronic-trade-after-fomc-decision-2016-09-21Gold ends higher, then wavers in electronic trade after FOMC decision"
positive,https://www.moneycontrol.com/news/business/markets/-1855475.htmlGold prices move up today
negative,"http://www.marketwatch.com/story/feb-gold-ends-at-166060oz-down-1740-on-day-2013-01-11feb. gold ends at $1,660.60/oz, down $17.40 on day"
positive,http://www.marketwatch.com/story/gold-futures-log-highest-finish-since-may-3-2017-05-15Gold futures log highest finish since May 3
none,https://www.moneycontrol.com/news/business/markets/-1642127.htmlmcx goldguinea september contract trades flat
positive,"http://www.marketwatch.com/story/amex-gold-bugs-index-closes-at-24308-up-24-2005-10-07amex gold bugs index closes at 243.08, up 2.4%"
none,https://economictimes.indiatimes.com/news/economy/policy/why-indians-love-it-when-government-makes-gold-expensive/articleshow/23067337.cmswhy indians love it when government makes gold expensive
negative,"http://www.marketwatch.com/story/february-gold-slips-03-at-131830oz-2018-01-05february gold slips 0.3% at $1,318.30/oz."
positive,"http://www.marketwatch.com/story/dec-gold-climbs-90-cents-or-less-than-01-to-settle-at-135120oz-2017-09-08Dec. gold climbs 90 cents, or less than 0.1%, to settle at $1,351.20/oz"
none,"https://www.moneycontrol.com/news/business/markets/-1333843.htmltrading tips for copper, gold and crude"
positive,"http://www.marketwatch.com/story/april-gold-up-01-at-1241oz-2017-02-09April gold up 0.1% at $1,241/oz."
positive,"https://www.moneycontrol.com/news/business/markets/-1986105.htmlgold near 2-week high on dollar, us gdp data"
negative,http://www.investing.com/news/commodities-news/gold-post-soft-declines-as-geopolitical-jitters-subside-302600Gold post soft declines as geopolitical jitters subside
positive,http://www.marketwatch.com/story/gold-futures-settle-higher-for-first-time-in-four-sessions-2018-04-24gold futures settle higher for first time in four sessions
negative,http://www.marketwatch.com/story/could-gold-fall-to-850-an-ounce-if-trump-made-america-great-again-2016-07-26Could gold fall to $850 an ounce if Trump made America great again?
positive,"http://www.marketwatch.com/story/spot-gold-quoted-at-39970-up-180-from-new-york-2004-09-09-2390950spot gold quoted at $399.70, up $1.80 from new york"
positive,"http://www.marketwatch.com/story/april-gold-up-3050-or-25-at-123120oz-2017-03-16April gold up $30.50, or 2.5%, at $1,231.20/oz."
positive,"http://www.marketwatch.com/story/august-gold-gains-7-or-06-to-settle-at-125640oz-2017-06-23August gold gains $7, or 0.6%, to settle at $1,256.40/oz"
positive,http://www.marketwatch.com/story/gold-futures-close-near-a-one-month-high-2006-09-05gold futures close near a one-month high
negative,https://economictimes.indiatimes.com/markets/commodities/platinum-a-hit-with-youngsters-as-price-difference-with-gold-drops/articleshow/10396516.cmsplatinum a hit with youngsters as price difference with gold drops
negative,http://www.marketwatch.com/story/gold-holds-losses-after-durable-goods-orders-2017-03-24Gold holds losses after durable-goods orders
negative,http://www.marketwatch.com/story/feb-gold-falls-220-to-42470oz-in-morning-ny-trade-2005-01-27feb gold falls $2.20 to $424.70/oz in morning ny trade
positive,http://www.marketwatch.com/story/gold-futures-seesaw-between-losses-and-gains-as-feds-yellen-speaks-2016-08-26Gold futures seesaw between losses and gains as Fed's Yellen speaks
negative,https://www.moneycontrol.com/news/business/markets/gold-slides-to-3-month-low-as-dollar-soars-after-yellen-comments-994631.htmlgold slides to 3-month low as dollar soars after yellen comments
none,https://www.metalsdaily.com/link/283190/mining-gold-requires-20x-the-energy-of-bitcoin-mining.htmmining gold requires 20x the energy of bitcoin mining
positive,http://www.investing.com/news/commodities-news/gold-prices-gain-in-asia-on-physical-demand-from-india-308243Gold prices gain in Asia on physical demand from India
negative,https://www.thehindubusinessline.com/markets/gold/gold-slips-on-tapering-safehaven-demand-as-deutsche-bank-woes-ease/article9179972.eceGold slips on tapering safe-haven demand as Deutsche Bank woes ease
positive,https://economictimes.indiatimes.com/articleshow/3757439.cmsgold sales fail to pick up even in wedding season
positive,"http://www.marketwatch.com/story/gold-gains-after-trichets-comments-2011-02-03gold settles at two-week high on euro, egypt"
negative,"https://www.metalsdaily.com/link/277844/commerzbank-investors-buy-gold-silver-etf-as-price-retreats.htmcommerzbank : investors buy gold, silver etf as price retreats"
positive,"http://www.marketwatch.com/story/dec-gold-gains-680-or-05-to-settle-at-127730oz-2017-11-01Dec. gold gains $6.80, or 0.5%, to settle at $1,277.30/oz"
positive,http://www.marketwatch.com/story/gold-holds-ground-at-two-week-high-2017-05-16Gold holds ground at two-week high
positive,"https://www.metalsdaily.com/link/278780/gold-trying-to-get-above-$1-355-as-uncertainties-on-russian-sanctions-linger-on.htmgold trying to get above $1,355 as uncertainties on russian sanctions linger on"
negative,http://www.marketwatch.com/story/gold-futures-near-430-as-dollar-falls-2004-10-25gold nears $430 as dollar falls
positive,"http://www.investing.com/news/commodities-news/gold-rallies-on-weaker-dollar,-japan-ratings-cut-318644Gold rallies on weaker dollar, Japan ratings cut"
none,https://www.thehindubusinessline.com/markets/commodities/mcx-gold-at-crucial-base-zone/article9124843.eceMCX gold at crucial base zone
none,http://www.marketwatch.com/story/russias-7-month-gold-output-up-19-2012-09-05russia's 7-month gold output up 1.9%
positive,http://www.investing.com/news/commodities-news/gold-prices-rebound-1-after-falling-to-4-month-lows-431356Gold prices rebound 1% after falling to 4-month lows
positive,http://www.marketwatch.com/story/silver-rises-2-to-end-at-1983-level-gold-copper-dull-2006-03-21silver climbs to 1983 levels; gold dulls
positive,"http://www.marketwatch.com/story/december-gold-trades-up-350-or-03-at-122550oz-2016-11-15December gold trades up $3.50, or 0.3%, at $1,225.50/oz."
negative,http://www.marketwatch.com/story/dec-gold-falls-220-to-61950-in-morning-trading-2006-11-17dec. gold falls $2.20 to $619.50 in morning trading
negative,http://www.marketwatch.com/story/gold-futures-log-lowest-finish-since-april-12-2017-04-19Gold futures log lowest finish since April 12
none,https://economictimes.indiatimes.com/markets/commodities/news/current-gold-price-track-current-gold-rate-trends-and-news/articleshow/60016025.cmscurrent gold price: track current gold rate trends and news
negative,http://www.investing.com/news/commodities-news/gold-prices-remain-slightly-lower-in-riskon-trade-527812Gold Prices Remain Slightly Lower in Risk-On Trade
negative,http://www.marketwatch.com/story/freeport-mcmoran-copper-gold-q1-eps-33c-vs-loss-3c-2003-04-17freeport-mcmoran copper & gold q1 eps 33c vs loss 3c
negative,"http://www.marketwatch.com/story/ftse-100-leaps-1-as-trump-win-boosts-miners-2016-11-10FTSE 100 ends lower as drug firms, gold miners fade after Trump-rally"
negative,http://www.marketwatch.com/story/gold-futures-down-five-weeks-in-a-row-2016-12-09gold futures down five weeks in a row
positive,https://www.moneycontrol.com/news/business/markets/mcx-goldm-september-contract-rises-1498543.htmlmcx goldm september contract rises
positive,http://www.marketwatch.com/story/gold-gains-24-on-the-week-2006-07-28gold gains 2.4% on the week
positive,http://www.marketwatch.com/story/august-gold-up-520-to-92850-an-ounce-on-nymex-2008-07-09august gold up $5.20 to $928.50 an ounce on nymex
none,"https://www.moneycontrol.com/news/business/markets/-1707817.htmlcommodity bets: buy gold, silver, zinc; sell crude"
negative,https://www.thehindubusinessline.com/markets/gold/gold-slips-on-weak-demand-silver-too-slumps/article23154294.eceGold slips on weak demand; silver too slumps
positive,"http://www.marketwatch.com/story/spot-gold-bid-at-39210-an-ounce-up-150-2004-06-07spot gold bid at $392.10 an ounce, up $1.50"
negative,http://www.marketwatch.com/story/gold-prices-give-up-earlier-gains-to-settle-modestly-lower-2017-10-16Gold prices give up earlier gains to settle modestly lower
none,https://www.moneycontrol.com/news/business/markets/-1072653.htmlcommodity gurus say gold's bear run to last couple of years
positive,https://www.metalsdaily.com/link/287540/gold-extends-climb-to-multiweek-highs-as-dollar-index-sinks.htmgold extends climb to multiweek highs as dollar index sinks
positive,http://www.marketwatch.com/story/gold-futures-decline-in-electronic-trading-2011-06-01gold futures gain steam after ism data
positive,https://www.moneycontrol.com/news/business/markets/-1279835.htmlSpot Gold trades higher
positive,"http://www.marketwatch.com/story/august-gold-rises-02-at-1263oz-2017-07-28August gold rises 0.2% at $1,263/oz."
negative,"https://www.thehindubusinessline.com/markets/gold/gold-futures-fall-to-rs-30952/article23097441.eceGold futures fall to Rs 30,952"
negative,"http://www.marketwatch.com/story/aug-gold-down-2-or-02-to-end-at-1244oz-2014-06-02aug. gold down $2, or 0.2%, to end at $1,244./oz"
negative,https://www.metalsdaily.com/link/273805/gold-slammed-after-someone-pukes-$4-billion-notional-in-gold-futures.htmgold slammed after someone pukes $4 billion notional in gold futures
negative,http://www.marketwatch.com/story/philadelphia-gold-silver-index-falls-26-2003-12-19philadelphia gold & silver index falls 2.6%
positive,"http://www.marketwatch.com/story/dec-gold-ends-up-05-on-wk-up-59-on-month-2005-11-30dec gold ends up 0.5% on wk, up 5.9% on month"
negative,"http://www.marketwatch.com/story/gold-trades-under-1700-loses-4-2011-09-23gold trades under $1,700, loses 4%"
negative,"http://www.marketwatch.com/story/newscast-stocks-march-in-place-gold-oil-slide-2013-05-10newscast: stocks march in place; gold, oil slide"
positive,"http://www.marketwatch.com/story/dec-gold-climbs-240-or-02-to-132610oz-2016-09-29Dec. gold climbs $2.40, or 0.2%, to $1,326.10/oz"
neutral,https://www.thehindubusinessline.com/markets/commodities/mcx-gold-stuck-in-a-sideways-range/article7147363.eceMCX gold stuck in a sideways range
positive,"http://www.marketwatch.com/story/gold-futures-rise-amid-safe-haven-demand-dollar-weakness-2007-12-28gold futures rise amid safe-haven demand, dollar weakness"
negative,http://www.marketwatch.com/story/gold-futures-settle-at-a-nearly-5-week-low-2017-03-07Gold futures settle at a nearly 5-week low
positive,"http://www.marketwatch.com/story/feb-gold-gains-1030-or-09-to-settle-at-1162oz-2017-01-03feb. gold gains $10.30, or 0.9%, to settle at $1,162/oz"
positive,http://www.marketwatch.com/story/gold-prices-pare-some-of-their-earlier-gains-2017-06-05Gold prices pare some of their earlier gains
negative,"https://economictimes.indiatimes.com/markets/commodities/gold-silver-tumble-from-record-level-on-scrap-sale/articleshow/7028794.cmsgold, silver tumble from record level on scrap sale"
positive,"https://www.moneycontrol.com/news/business/stocks/-2014035.htmlGold, Silver may trade with positive bias:Angel Commodities"
negative,https://economictimes.indiatimes.com/markets/commodities/gold-futures-down-on-weak-global-cues-subdued-domestic-demand/articleshow/19395408.cmsgold futures down on weak global cues; subdued domestic demand
negative,"https://www.moneycontrol.com/news/business/markets/gold-slips-further-below-361200-as-fund-outflows-resume-1541865.htmlgold slips further below &#36;1,200 as fund outflows resume"
negative,"http://www.marketwatch.com/story/gold-futures-head-lower-but-trades-higher-for-the-week-2007-07-13gold futures head lower, but trades higher for the week"
none,https://economictimes.indiatimes.com/articleshow/12467585.cmsexpect gold lenders like muthoot finance and manapparum finance to grow 25 per cent in fy13 in spite of strict norms
neutral,https://www.thehindubusinessline.com/markets/gold/gold-remains-in-a-narrow-range-ahead-of-fed-minutes/article9969273.eceGold remains in a narrow range ahead of Fed minutes
negative,http://www.marketwatch.com/story/gold-down-as-inflation-fear-subsides-silver-tanks-2011-06-10gold down as inflation fear subsides; silver tanks
negative,"http://www.investing.com/news/commodities-news/gold-prices-steady-to-weaker-in-asia-as-investors-eye-china,-india-330505gold prices steady to weaker in asia as investors eye china, india"
none,"https://economictimes.indiatimes.com/markets/commodities/news/gold-rate-check-out-latest-gold-price-trends-and-market-outlook/articleshow/60866565.cmsgold rate: check out latest gold price, trends, and market outlook"
positive,https://www.moneycontrol.com/news/business/markets/-1260271.htmlMCX GOLDGUINEA Jan contract trades higher
negative,"https://economictimes.indiatimes.com/markets/commodities/news/gold-silver-trade-lower-ahead-of-us-jobs-data/articleshow/57569879.cmsgold, silver trade lower ahead of us jobs data"
none,"http://www.marketwatch.com/story/roy-disney-stanley-gold-file-suit-against-disney-2005-05-09roy disney, stanley gold file suit against disney"
negative,http://www.marketwatch.com/story/december-gold-down-430-at-78830-an-ounce-on-nymex-2007-10-30december gold down $4.30 at $788.30 an ounce on nymex
negative,"http://www.marketwatch.com/story/feb-gold-down-80-cents-or-less-than-01-to-settle-at-121210oz-2017-01-18Feb. gold down 80 cents, or less than 0.1%, to settle at $1,212.10/oz"
neutral,https://www.moneycontrol.com/news/business/stocks/gold-to-trade28822-29380-range-achiievers-equities-1005134.htmlgold to trade in 28822-29380 range: achiievers equities
negative,"http://www.marketwatch.com/story/dec-gold-falls-3370-or-19-1781oz-2011-09-19dec. gold falls $33.70, or 1.9%, $1,781/oz"
positive,http://www.marketwatch.com/story/gold-ends-higher-as-crude-oil-prices-jump-2009-08-19gold ends higher as crude oil prices jump
none,http://www.marketwatch.com/story/apollo-gold-many-montana-tunnels-staff-on-layoff-2005-10-25apollo gold: many montana tunnels staff on layoff
positive,https://www.thehindubusinessline.com/markets/gold/gold-jumps-to-812-month-peak-on-us-rate-hike-outlook/article8222093.eceGold jumps to 8-1/2 month peak on US rate hike outlook
negative,"http://www.marketwatch.com/story/amex-gold-bugs-index-ends-at-19313-down-05-2005-07-18amex gold bugs index ends at 193.13, down 0.5%"
none,https://www.moneycontrol.com/news/business/stocks/-1338397.htmlSupport for MCX Gold Dec at Rs 28500: Kotak Commodity
positive,http://www.marketwatch.com/story/gold-ends-higher-for-the-first-time-in-four-sessions-2015-02-25gold ends higher for the first time in four sessions
negative,"http://www.investing.com/news/commodities-news/gold-falls-to-fresh-five-year-low-as-china,-fed-rate-hike-weigh-352841gold falls to fresh five-year low as china, fed rate hike weigh"
positive,https://www.thehindubusinessline.com/markets/gold/india-gold-prices-jump-6-to-highest-in-nearly-3-years/article8768445.eceIndia gold prices jump 6% to highest in nearly 3 years
none,https://www.metalsdaily.com/link/286730/crypto-mining-costly-than-mining-for-gold-and-silver.htmcrypto mining costly than mining for gold and silver
negative,"http://www.marketwatch.com/story/gold-prices-drift-south-as-us-rate-hike-expectations-rise-2017-05-24Gold suffers back-to-back losses, sees knee-jerk reaction to Fed minutes"
negative,http://www.marketwatch.com/story/gold-futures-down-1190-at-81470-an-ounce-2008-12-12gold futures down $11.90 at $814.70 an ounce
positive,https://www.moneycontrol.com/news/business/markets/-2122727.htmlgold steady near record high; physical buying dull
none,http://www.marketwatch.com/story/yamana-gold-to-produce-up-to-13m-gold-equivalent-oz-in-2008-2008-01-14yamana gold to produce up to 1.3m gold equivalent oz in 2008
negative,"https://economictimes.indiatimes.com/articleshow/5546454.cmsgold, rupee, crude give equities company in trip down bear st"
none,http://www.investing.com/news/commodities-news/gold---silver---copper-futures---weekly-outlook:-july-21---25-296276Gold / Silver / Copper futures - weekly outlook: July 21 - 25
none,https://www.metalsdaily.com/link/277345/karatbank-company-to-link-gold-trade-payment-methods-with-cryptocurrency-techniques.htmkaratbank : company to link gold trade payment methods with cryptocurrency techniques
negative,http://www.marketwatch.com/story/gold-futures-end-at-lowest-level-in-six-weeks-2004-07-27gold futures end at lowest level in six weeks
negative,http://www.marketwatch.com/story/aug-gold-falls-240-to-42470oz-in-morning-trade-2005-07-13aug gold falls $2.40 to $424.70/oz in morning trade
positive,"http://www.investing.com/news/commodities-news/gold-inches-higher-but-remains-below-$1,200-level-311973gold inches higher but remains below $1,200-level"
negative,"http://www.marketwatch.com/story/dec-gold-settles-at-120870oz-down-820-or-07-2016-11-18Dec. gold settles at $1,208.70/oz, down $8.20, or 0.7%"
negative,"https://economictimes.indiatimes.com/markets/commodities/news/gold-falls-to-lowest-in-nearly-2-weeks-us-inflation-data-in-focus/articleshow/60506206.cmsgold slips to lowest in nearly 2 weeks, us inflation data in focus"
negative,https://www.moneycontrol.com/news/business/commodities/gold-futures-decline-rs-116-on-profit-booking-3063131.htmlGold futures decline Rs 116 on profit-booking
positive,"https://www.thehindubusinessline.com/markets/gold/gold-futures-up-at-rs-31104-per-10-gm/article25688459.eceGold futures up at Rs 31,104 per 10 gm"
negative,http://www.marketwatch.com/story/gold-futures-end-the-month-nearly-12-lower-2006-05-31gold futures end the month nearly $12 lower
positive,http://www.marketwatch.com/story/gold-futures-close-2003-nearly-20-higher-on-the-year-2003-12-31gold futures end 2003 up nearly 20%
negative,http://www.marketwatch.com/story/gold-falls-in-electronic-trade-after-fed-beige-book-release-2017-04-19Gold falls in electronic trade after Fed Beige Book release
negative,https://economictimes.indiatimes.com/markets/commodities/news/gold-futures-drop-rs-72-on-weak-global-cues-silver-weakens-in-futures-trade/articleshow/57939023.cmsgold futures drop rs 72 on weak global cues; silver weakens in futures trade
positive,http://www.marketwatch.com/story/gold-holds-gain-after-economic-reports-2018-01-12gold holds gain after economic reports
none,"https://www.metalsdaily.com/link/273799/bnp-paribas-sees-mid-2018-rally-in-gold-then-price-retreat.htmbnp paribas sees mid-2018 rally in gold, then price retreat"
negative,https://www.moneycontrol.com/news/business/stocks/gold-prices-to-move-lower-towards-29600-levels-choice-equity-987475.htmlgold prices to move lower towards 29600 levels: choice equity
negative,"https://www.thehindubusinessline.com/markets/gold/gold-futures-down-at-rs-30028-per-10-gm/article23093260.eceGold futures down at Rs 30,028 per 10 gm"
positive,"https://economictimes.indiatimes.com/markets/commodities/gold-recovers-on-renewed-demand-silver-drops/articleshow/51196031.cmsgold recovers on renewed demand, silver drops"
negative,https://www.metalsdaily.com/link/282595/gold-slightly-lower-as-us-redrafts-nafta.htmgold slightly lower as u.s. redrafts nafta
negative,"http://www.marketwatch.com/story/gold-pares-loss-inches-closer-to-1600-an-ounce-2011-07-20gold pares loss, inches closer to $1,600 an ounce"
positive,"http://www.marketwatch.com/story/gold-rallies-to-5-month-high-as-us-airstrikes-on-syria-drive-investors-to-haven-assets-2017-04-07gold ends higher, but retreats from 5-month high as dollar strengthens"
negative,https://economictimes.indiatimes.com/markets/commodities/views/will-december-fed-rate-hike-drive-gold-higher-or-lower/articleshow/61646386.cmswill december fed rate hike drive gold higher or lower?
positive,"http://www.marketwatch.com/story/gold-settles-up-480-or-04-at-125330-an-ounce-2017-04-06Gold settles up $4.80, or 0.4%, at $1,253.30 an ounce"
positive,http://www.marketwatch.com/story/gold-firms-trying-to-halt-long-string-of-weekly-declines-2016-12-19gold settles higher after string of weekly declines
positive,"http://www.marketwatch.com/story/gold-settles-higher-books-weekly-quarterly-advance-but-ends-march-in-the-red-2017-03-31Gold settles higher, books weekly, quarterly advance but ends March in the red"
negative,http://www.marketwatch.com/story/gold-ends-at-a-nearly-three-month-low-as-dollar-index-strengthens-2017-11-03Gold ends at a nearly three-month low as dollar index strengthens
negative,https://www.thehindubusinessline.com/markets/commodities/gold-under-threat-from-rising-dollar/article23157825.eceGold under threat from rising dollar
neutral,https://economictimes.indiatimes.com/news/economy/indicators/rupee-ends-flat-sharp-rise-in-gold/articleshow/2655869.cmsrupee ends flat; sharp rise in gold
positive,"http://www.marketwatch.com/story/gold-pauses-at-6-week-highs-as-dollar-steadies-2017-01-10Gold pares gains, but still marks 6-week high"
negative,"https://economictimes.indiatimes.com/markets/commodities/news/gold-rate-today-gold-silver-trade-lower-on-weak-demand/articleshow/61977013.cmsgold rate today: gold, silver trade lower on weak demand"
positive,"http://www.marketwatch.com/story/april-gold-settles-at-123610oz-up-4-or-03-2017-02-07April gold settles at $1,236.10/oz, up $4, or 0.3%"
none,http://www.marketwatch.com/story/gold-investors-time-to-take-your-profits-2011-03-09gold investors: time to take your profits
positive,"https://economictimes.indiatimes.com/markets/commodities/news/commodity-outlook-crude-oil-trades-higher-on-mcx-gold-silver-in-the-red/articleshow/65780043.cmsCommodity Outlook: Crude oil trades higher on MCX; gold, silver in the red"
positive,https://www.metalsdaily.com/link/275732/sharps-pixley-gold-on-a-tear-as-dollar-weakens-silver-being-left-behind.htmsharps pixley: gold on a tear as dollar weakens - silver being left behind
negative,"http://www.marketwatch.com/story/gold-silver-end-sharply-lower-on-stronger-dollar-2011-05-11gold, silver end sharply lower on stronger dollar"
negative,"http://www.marketwatch.com/story/gold-prices-close-under-474-down-nearly-3-2005-10-13gold prices close under $474, down nearly $3"
positive,http://www.marketwatch.com/story/gold-bug-howard-ruff-hangs-up-his-spikes-2013-06-26gold bug howard ruff hangs up his spikes
negative,"https://www.moneycontrol.com/news/business/markets/gold-drops-rs-180low-demand-global-cues-1282711.htmlgold drops rs 180 on low demand, global cues"
none,https://www.thehindubusinessline.com/markets/gold/gold-monetisation-scheme-encouraging-kalyan-jewellers-chief/article6945817.eceGold monetisation scheme encouraging: Kalyan Jewellers chief
none,https://www.metalsdaily.com/link/276683/gold-as-a-strategic-asset.htmgold as a strategic asset
none,https://economictimes.indiatimes.com/markets/commodities/news/gold-rate-today-track-gold-price-in-india/articleshow/60851564.cmsgold price chart: find all the latest gold rate chart and news
positive,"http://www.investing.com/news/commodities-news/gold-prices-up-as-china-central-bank-pumps-up-liquidity-prices-data-stable-1219854Gold Prices Up As China Central bank Pumps Up Liquidity, Prices Data Stable"
none,"http://www.marketwatch.com/story/marc-faber-more-sp-downside-commodities-horribleexcept-gold-2013-06-21marc faber: more s&p downside, commodities 'horrible' - except gold"
negative,"https://www.moneycontrol.com/news/business/markets/gold-prices-slipfutures-trade-fall-rs-199global-cues-989353.htmlgold prices slip in futures trade, fall rs 199 on global cues"
none,http://www.marketwatch.com/story/pilgrims-pride-to-launch-gold-kist-tender-at-20-a-share-2006-09-28pilgrim's pride to launch gold kist tender at $20 a share
positive,"http://www.marketwatch.com/story/august-gold-climbs-1010-or-08-to-settle-at-128020oz-2017-06-02August gold climbs $10.10, or 0.8%, to settle at $1,280.20/oz"
negative,http://www.investing.com/news/commodities-news/gold-off-the-lows-after-u.s.-cpi-data-296784gold off the lows after u.s. cpi data
negative,"https://economictimes.indiatimes.com/markets/commodities/news/gold-down-on-weak-global-cues-low-demand/articleshow/60710177.cmsgold down on weak global cues, low demand"
negative,"http://www.marketwatch.com/story/aug-gold-down-1030-on-day-to-settle-at-132060oz-2014-07-03aug. gold down $10.30 on day to settle at $1,320.60/oz"
positive,"http://www.marketwatch.com/story/gold-futures-climb-to-a-close-above-1600-2013-04-01gold futures climb to a close above $1,600"
positive,"http://www.marketwatch.com/story/nyses-biggest-loser-list-littered-with-gold-energy-stocks-2006-09-11nyse decliners littered with gold, energy"
negative,http://www.marketwatch.com/story/gold-ends-lower-after-touching-intraday-record-2011-08-04gold ends lower after touching intraday record
none,https://economictimes.indiatimes.com/opinion/et-editorial/black-gold-coal-india-ipo-marks-a-watershed/articleshow/6751277.cmsblack gold: coal india ipo marks a watershed
neutral,https://economictimes.indiatimes.com/markets/commodities/gold-will-keep-trading-in-the-range-of-22200-22800-biren-vakil/articleshow/8975660.cmsgold will keep trading in the range of 22200-22800: biren vakil
none,http://www.marketwatch.com/story/barrick-gold-cut-to-neutral-at-ubs-on-share-price-2004-11-30-691491barrick gold cut to neutral at ubs on share price
positive,"http://www.marketwatch.com/story/dec-gold-gains-14-or-11-to-settle-at-131150oz-2017-09-25Dec. gold gains $14, or 1.1%, to settle at $1,311.50/oz"
negative,"https://economictimes.indiatimes.com/markets/commodities/silver-recovers-on-speculative-off-take-gold-ends-lacklustre/articleshow/14781060.cmssilver recovers on speculative off-take, gold ends lacklustre"
negative,"http://www.marketwatch.com/story/feb-gold-settle-at-127670oz-down-950-or-07-2017-11-30Feb. gold settle at $1,276.70/oz, down $9.50, or 0.7%"
positive,"https://economictimes.indiatimes.com/articleshow/3036959.cmsgold declines, silver rises sharply"
none,https://www.metalsdaily.com/link/278487/bundesbank-pulls-all-stops-to-show-germans-their-gold-is-real.htmbundesbank pulls all stops to show germans their gold is real
positive,"https://www.thehindubusinessline.com/markets/gold/gold-silver-rise-in-futures-trade/article7549818.eceGold, silver rise in futures trade"
neutral,https://www.thehindubusinessline.com/markets/gold/gold-steady-investors-await-cues-from-fed/article9290642.eceGold steady; investors await cues from Fed
positive,"https://economictimes.indiatimes.com/markets/commodities/news/gold-rises-on-firm-global-cues-festive-season-buying/articleshow/61079669.cmsgold rises on firm global cues, festive season buying"
positive,http://www.marketwatch.com/story/spot-gold-quoted-at-43720-in-asia-trade-2005-08-24spot gold quoted at $437.20 in asia trade
neutral,"http://www.marketwatch.com/story/gold-prices-steady-after-retail-sales-economic-reports-2016-11-15Gold prices steady after, retail sales, economic reports"
positive,"http://www.marketwatch.com/story/dec-gold-up-43-or-51-at-89350oz-on-globex-2008-09-18dec. gold up $43, or 5.1%, at $893.50/oz on globex"
none,https://economictimes.indiatimes.com/markets/commodities/news/gold-rate-per-gram-check-out-current-gold-price-per-gram/articleshow/60508891.cmsgold rate per gram: check out current gold price per gram
none,"https://www.moneycontrol.com/news/business/markets/-1857317.htmlcommodity bets: experts bullish on gold, silver & copper"
